[2025-06-28 20:26:59] [INFO    ] discord.client: logging in using static token
[2025-06-28 20:27:00] [DEBUG   ] discord.http: GET https://discord.com/api/v10/users/@me with None has returned 200
[2025-06-28 20:27:00] [DEBUG   ] discord.http: GET /users/@me has found its initial rate limit bucket hash (78bb8553d9352a5a2f89f9def401287a).
[2025-06-28 20:27:00] [DEBUG   ] discord.http: GET https://discord.com/api/v10/users/@me has received {'id': '1388403185290580139', 'username': 'Crewmate', 'avatar': 'b086db6f982962c7dc79db4fe315175f', 'discriminator': '9950', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None, 'mfa_enabled': False, 'locale': 'en-US', 'premium_type': 0, 'email': None, 'verified': True, 'bio': ''}
[2025-06-28 20:27:01] [DEBUG   ] discord.http: GET https://discord.com/api/v10/oauth2/applications/@me with None has returned 200
[2025-06-28 20:27:01] [DEBUG   ] discord.http: GET /oauth2/applications/@me has found its initial rate limit bucket hash (d28a133af187e91d71d96a223467ce49).
[2025-06-28 20:27:01] [DEBUG   ] discord.http: GET https://discord.com/api/v10/oauth2/applications/@me has received {'id': '1388403185290580139', 'name': 'Crewmate', 'icon': 'b086db6f982962c7dc79db4fe315175f', 'description': 'This guy is sus.', 'type': None, 'bot': {'id': '1388403185290580139', 'username': 'Crewmate', 'avatar': 'b086db6f982962c7dc79db4fe315175f', 'discriminator': '9950', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'summary': '', 'is_monetized': False, 'is_verified': False, 'is_discoverable': False, 'bot_public': True, 'bot_require_code_grant': False, 'install_params': {'scopes': ['applications.commands'], 'permissions': '0'}, 'integration_types_config': {'0': {'oauth2_install_params': {'scopes': ['applications.commands'], 'permissions': '0'}}, '1': {'oauth2_install_params': {'scopes': ['applications.commands'], 'permissions': '0'}}}, 'verify_key': '91054e675681ab0a6c2873f0ac5626ec192e37b56951de9e5a890cfe2e0cd852', 'flags': 557056, 'hook': True, 'storefront_available': False, 'redirect_uris': [], 'interactions_endpoint_url': None, 'role_connections_verification_url': None, 'owner': {'id': '734982479437496342', 'username': '_i_cant_think_of_a_name_', 'avatar': 'a_8634022e9f8312baf82685006a223580', 'discriminator': '0', 'public_flags': 128, 'flags': 128, 'banner': 'a_970952b6c0445d6147eea7ccdac3fbd7', 'accent_color': None, 'global_name': 'icant', 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': None, 'clan': {'identity_guild_id': '964645662866173972', 'identity_enabled': True, 'tag': 'HESI', 'badge': 'a1a8d7066521a13ede4b94de530e98b5'}, 'primary_guild': {'identity_guild_id': '964645662866173972', 'identity_enabled': True, 'tag': 'HESI', 'badge': 'a1a8d7066521a13ede4b94de530e98b5'}}, 'approximate_guild_count': 0, 'approximate_user_install_count': 0, 'approximate_user_authorization_count': 0, 'interactions_event_types': [], 'interactions_version': 1, 'explicit_content_filter': 0, 'rpc_application_state': 0, 'store_application_state': 1, 'verification_state': 1, 'integration_public': True, 'integration_require_code_grant': False, 'discoverability_state': 1, 'discovery_eligibility_flags': 228, 'monetization_state': 1, 'verification_eligibility_flags': 91036, 'monetization_eligibility_flags': 181988, 'team': None, 'internal_guild_restriction': 2, 'approved_consoles': []}
[2025-06-28 20:27:02] [DEBUG   ] discord.gateway: Created websocket connected to wss://gateway.discord.gg/
[2025-06-28 20:27:02] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 10, 'd': {'heartbeat_interval': 41250, '_trace': ['["gateway-prd-us-east1-c-prcg",{"micros":0.0}]']}}
[2025-06-28 20:27:02] [DEBUG   ] discord.gateway: Shard ID None has sent the IDENTIFY payload.
[2025-06-28 20:27:02] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
